שנה,שם יישוב,סמל היישוב,אזור סטטיסטי,קבוצת אוכלוסיה,מין,סה''כ
2015,ירושלים,"3,000","1,132",מעורבים,נקבה,"2,443"
2019,ירושלים,"3,000","1,133",מעורבים,זכר,973
2019,ירושלים,"3,000","1,133",מעורבים,נקבה,955
2019,ירושלים,"3,000","1,133",מעורבים,"סה""כ","1,928"
2018,ירושלים,"3,000","1,133",מעורבים,זכר,984
2018,ירושלים,"3,000","1,133",מעורבים,"סה""כ","1,959"
2018,ירושלים,"3,000","1,133",מעורבים,נקבה,975
2017,ירושלים,"3,000","1,133",מעורבים,"סה""כ","1,945"
2017,ירושלים,"3,000","1,133",מעורבים,נקבה,962
2017,ירושלים,"3,000","1,133",מעורבים,זכר,983
2016,ירושלים,"3,000","1,133",מעורבים,"סה""כ","1,938"
2016,ירושלים,"3,000","1,133",מעורבים,זכר,976
2016,ירושלים,"3,000","1,133",מעורבים,נקבה,962
2015,ירושלים,"3,000","1,133",מעורבים,זכר,970
2015,ירושלים,"3,000","1,133",מעורבים,"סה""כ","1,929"
2015,ירושלים,"3,000","1,133",מעורבים,נקבה,959
2019,ירושלים,"3,000","1,134",מעורבים,זכר,767
2019,ירושלים,"3,000","1,134",מעורבים,נקבה,773
2019,ירושלים,"3,000","1,134",מעורבים,"סה""כ","1,540"
2018,ירושלים,"3,000","1,134",מעורבים,נקבה,790
2018,ירושלים,"3,000","1,134",מעורבים,זכר,785
2018,ירושלים,"3,000","1,134",מעורבים,"סה""כ","1,575"
2017,ירושלים,"3,000","1,134",מעורבים,נקבה,673
2017,ירושלים,"3,000","1,134",מעורבים,זכר,656
2017,ירושלים,"3,000","1,134",מעורבים,"סה""כ","1,329"
2016,ירושלים,"3,000","1,134",מעורבים,זכר,668
2016,ירושלים,"3,000","1,134",מעורבים,נקבה,674
2016,ירושלים,"3,000","1,134",מעורבים,"סה""כ","1,341"
2015,ירושלים,"3,000","1,134",מעורבים,נקבה,657
2015,ירושלים,"3,000","1,134",מעורבים,זכר,642
2015,ירושלים,"3,000","1,134",מעורבים,"סה""כ","1,299"
2019,ירושלים,"3,000","1,141",מעורבים,"סה""כ","4,653"
2019,ירושלים,"3,000","1,141",מעורבים,זכר,"2,252"
2019,ירושלים,"3,000","1,141",מעורבים,נקבה,"2,400"
2018,ירושלים,"3,000","1,141",מעורבים,נקבה,"2,362"
2018,ירושלים,"3,000","1,141",מעורבים,זכר,"2,208"
2018,ירושלים,"3,000","1,141",מעורבים,"סה""כ","4,570"
2017,ירושלים,"3,000","1,141",מעורבים,נקבה,"2,376"
2017,ירושלים,"3,000","1,141",מעורבים,זכר,"2,207"
2017,ירושלים,"3,000","1,141",מעורבים,"סה""כ","4,583"
2016,ירושלים,"3,000","1,141",מעורבים,זכר,"2,189"
2016,ירושלים,"3,000","1,141",מעורבים,נקבה,"2,361"
2016,ירושלים,"3,000","1,141",מעורבים,"סה""כ","4,549"
2015,ירושלים,"3,000","1,141",מעורבים,זכר,"2,143"
2015,ירושלים,"3,000","1,141",מעורבים,"סה""כ","4,480"
2015,ירושלים,"3,000","1,141",מעורבים,נקבה,"2,337"
2019,ירושלים,"3,000","1,142",מעורבים,זכר,995
2019,ירושלים,"3,000","1,142",מעורבים,נקבה,980
2019,ירושלים,"3,000","1,142",מעורבים,"סה""כ","1,976"
2018,ירושלים,"3,000","1,142",מעורבים,נקבה,963
2018,ירושלים,"3,000","1,142",מעורבים,זכר,"1,002"
2018,ירושלים,"3,000","1,142",מעורבים,"סה""כ","1,964"
2017,ירושלים,"3,000","1,142",מעורבים,נקבה,908
2017,ירושלים,"3,000","1,142",מעורבים,זכר,952
2017,ירושלים,"3,000","1,142",מעורבים,"סה""כ","1,860"
2016,ירושלים,"3,000","1,142",מעורבים,נקבה,939
2016,ירושלים,"3,000","1,142",מעורבים,"סה""כ","1,901"
2016,ירושלים,"3,000","1,142",מעורבים,זכר,961
2015,ירושלים,"3,000","1,142",מעורבים,נקבה,925
2015,ירושלים,"3,000","1,142",מעורבים,זכר,946
2015,ירושלים,"3,000","1,142",מעורבים,"סה""כ","1,871"
2019,ירושלים,"3,000","1,143",מעורבים,"סה""כ","4,438"
2019,ירושלים,"3,000","1,143",מעורבים,זכר,"2,221"
2019,ירושלים,"3,000","1,143",מעורבים,נקבה,"2,217"
2018,ירושלים,"3,000","1,143",מעורבים,נקבה,"2,194"
2018,ירושלים,"3,000","1,143",מעורבים,זכר,"2,190"
2018,ירושלים,"3,000","1,143",מעורבים,"סה""כ","4,384"
2017,ירושלים,"3,000","1,143",מעורבים,נקבה,"2,200"
2017,ירושלים,"3,000","1,143",מעורבים,זכר,"2,183"
2017,ירושלים,"3,000","1,143",מעורבים,"סה""כ","4,383"
2016,ירושלים,"3,000","1,143",מעורבים,"סה""כ","4,293"
2016,ירושלים,"3,000","1,143",מעורבים,זכר,"2,149"
2016,ירושלים,"3,000","1,143",מעורבים,נקבה,"2,144"
2015,ירושלים,"3,000","1,143",מעורבים,"סה""כ","4,226"
2015,ירושלים,"3,000","1,143",מעורבים,זכר,"2,106"
2015,ירושלים,"3,000","1,143",מעורבים,נקבה,"2,120"
2019,ירושלים,"3,000","1,144",מעורבים,זכר,"1,984"
2019,ירושלים,"3,000","1,144",מעורבים,נקבה,"2,136"
2019,ירושלים,"3,000","1,144",מעורבים,"סה""כ","4,120"
2018,ירושלים,"3,000","1,144",מעורבים,נקבה,"2,136"
2018,ירושלים,"3,000","1,144",מעורבים,זכר,"2,005"
2018,ירושלים,"3,000","1,144",מעורבים,"סה""כ","4,141"
2017,ירושלים,"3,000","1,144",מעורבים,נקבה,"2,232"
2017,ירושלים,"3,000","1,144",מעורבים,זכר,"2,136"
2017,ירושלים,"3,000","1,144",מעורבים,"סה""כ","4,368"
2016,ירושלים,"3,000","1,144",מעורבים,"סה""כ","4,440"
2016,ירושלים,"3,000","1,144",מעורבים,זכר,"2,171"
2016,ירושלים,"3,000","1,144",מעורבים,נקבה,"2,269"
2015,ירושלים,"3,000","1,144",מעורבים,נקבה,"2,215"
2015,ירושלים,"3,000","1,144",מעורבים,"סה""כ","4,314"
2015,ירושלים,"3,000","1,144",מעורבים,זכר,"2,100"
2019,ירושלים,"3,000","1,145",מעורבים,"סה""כ",62
2019,ירושלים,"3,000","1,145",מעורבים,זכר,35
2019,ירושלים,"3,000","1,145",מעורבים,נקבה,27
2018,ירושלים,"3,000","1,145",מעורבים,נקבה,24
2018,ירושלים,"3,000","1,145",מעורבים,זכר,33
2018,ירושלים,"3,000","1,145",מעורבים,"סה""כ",57
2017,ירושלים,"3,000","1,145",מעורבים,נקבה,22
2017,ירושלים,"3,000","1,145",מעורבים,זכר,31
2017,ירושלים,"3,000","1,145",מעורבים,"סה""כ",53
2016,ירושלים,"3,000","1,145",מעורבים,"סה""כ",52
2016,ירושלים,"3,000","1,145",מעורבים,זכר,29
2016,ירושלים,"3,000","1,145",מעורבים,נקבה,23
2015,ירושלים,"3,000","1,145",מעורבים,זכר,26
2015,ירושלים,"3,000","1,145",מעורבים,נקבה,19
2015,ירושלים,"3,000","1,145",מעורבים,"סה""כ",45
2018,ירושלים,"3,000","1,146",מעורבים,זכר,2
2018,ירושלים,"3,000","1,146",מעורבים,"סה""כ",4
2018,ירושלים,"3,000","1,146",מעורבים,נקבה,2
2017,ירושלים,"3,000","1,146",מעורבים,נקבה,1
2017,ירושלים,"3,000","1,146",מעורבים,זכר,2
2017,ירושלים,"3,000","1,146",מעורבים,"סה""כ",3
2019,ירושלים,"3,000","1,147",מעורבים,נקבה,"1,876"
2019,ירושלים,"3,000","1,147",מעורבים,"סה""כ","3,744"
2019,ירושלים,"3,000","1,147",מעורבים,זכר,"1,868"
2018,ירושלים,"3,000","1,147",מעורבים,נקבה,"1,919"
2018,ירושלים,"3,000","1,147",מעורבים,זכר,"1,908"
2018,ירושלים,"3,000","1,147",מעורבים,"סה""כ","3,826"
2017,ירושלים,"3,000","1,147",מעורבים,נקבה,"1,875"
2017,ירושלים,"3,000","1,147",מעורבים,זכר,"1,869"
2017,ירושלים,"3,000","1,147",מעורבים,"סה""כ","3,744"
2016,ירושלים,"3,000","1,147",מעורבים,זכר,"1,902"
2016,ירושלים,"3,000","1,147",מעורבים,נקבה,"1,857"
2016,ירושלים,"3,000","1,147",מעורבים,"סה""כ","3,759"
2015,ירושלים,"3,000","1,147",מעורבים,"סה""כ","3,764"
2015,ירושלים,"3,000","1,147",מעורבים,זכר,"1,884"
2015,ירושלים,"3,000","1,147",מעורבים,נקבה,"1,880"
2019,ירושלים,"3,000","1,211",מעורבים,זכר,"1,175"
2019,ירושלים,"3,000","1,211",מעורבים,נקבה,"1,224"
2019,ירושלים,"3,000","1,211",מעורבים,"סה""כ","2,399"
2018,ירושלים,"3,000","1,211",מעורבים,נקבה,"1,228"
2018,ירושלים,"3,000","1,211",מעורבים,זכר,"1,184"
2018,ירושלים,"3,000","1,211",מעורבים,"סה""כ","2,411"
2017,ירושלים,"3,000","1,211",מעורבים,זכר,"1,186"
2017,ירושלים,"3,000","1,211",מעורבים,"סה""כ","2,436"
2017,ירושלים,"3,000","1,211",מעורבים,נקבה,"1,250"
2016,ירושלים,"3,000","1,211",מעורבים,נקבה,"1,255"
2016,ירושלים,"3,000","1,211",מעורבים,"סה""כ","2,453"
2016,ירושלים,"3,000","1,211",מעורבים,זכר,"1,198"
2015,ירושלים,"3,000","1,211",מעורבים,נקבה,"1,238"
2015,ירושלים,"3,000","1,211",מעורבים,"סה""כ","2,429"
2015,ירושלים,"3,000","1,211",מעורבים,זכר,"1,190"
2019,ירושלים,"3,000","1,212",מעורבים,נקבה,"1,660"
2019,ירושלים,"3,000","1,212",מעורבים,"סה""כ","3,185"
2019,ירושלים,"3,000","1,212",מעורבים,זכר,"1,525"
2018,ירושלים,"3,000","1,212",מעורבים,נקבה,"1,677"
2018,ירושלים,"3,000","1,212",מעורבים,זכר,"1,560"
2018,ירושלים,"3,000","1,212",מעורבים,"סה""כ","3,237"
2017,ירושלים,"3,000","1,212",מעורבים,נקבה,"1,700"
2017,ירושלים,"3,000","1,212",מעורבים,זכר,"1,564"
2017,ירושלים,"3,000","1,212",מעורבים,"סה""כ","3,264"
2016,ירושלים,"3,000","1,212",מעורבים,נקבה,"1,697"
2016,ירושלים,"3,000","1,212",מעורבים,"סה""כ","3,271"
2016,ירושלים,"3,000","1,212",מעורבים,זכר,"1,574"
2015,ירושלים,"3,000","1,212",מעורבים,זכר,"1,586"
2015,ירושלים,"3,000","1,212",מעורבים,נקבה,"1,723"
2015,ירושלים,"3,000","1,212",מעורבים,"סה""כ","3,309"
2019,ירושלים,"3,000","1,213",מעורבים,זכר,"1,190"
2019,ירושלים,"3,000","1,213",מעורבים,נקבה,"1,359"
2019,ירושלים,"3,000","1,213",מעורבים,"סה""כ","2,549"
2018,ירושלים,"3,000","1,213",מעורבים,נקבה,"1,328"
2018,ירושלים,"3,000","1,213",מעורבים,זכר,"1,180"
2018,ירושלים,"3,000","1,213",מעורבים,"סה""כ","2,508"
2017,ירושלים,"3,000","1,213",מעורבים,נקבה,"1,344"
2017,ירושלים,"3,000","1,213",מעורבים,זכר,"1,182"
2017,ירושלים,"3,000","1,213",מעורבים,"סה""כ","2,525"
2016,ירושלים,"3,000","1,213",מעורבים,"סה""כ","2,534"
2016,ירושלים,"3,000","1,213",מעורבים,זכר,"1,197"
2016,ירושלים,"3,000","1,213",מעורבים,נקבה,"1,337"
2015,ירושלים,"3,000","1,213",מעורבים,נקבה,"1,341"
2015,ירושלים,"3,000","1,213",מעורבים,"סה""כ","2,522"
2015,ירושלים,"3,000","1,213",מעורבים,זכר,"1,181"
2019,ירושלים,"3,000","1,214",מעורבים,נקבה,"1,363"
2019,ירושלים,"3,000","1,214",מעורבים,"סה""כ","2,716"
2019,ירושלים,"3,000","1,214",מעורבים,זכר,"1,352"
2018,ירושלים,"3,000","1,214",מעורבים,"סה""כ","2,690"
2018,ירושלים,"3,000","1,214",מעורבים,זכר,"1,331"
2018,ירושלים,"3,000","1,214",מעורבים,נקבה,"1,359"
2017,ירושלים,"3,000","1,214",מעורבים,זכר,"1,336"
2017,ירושלים,"3,000","1,214",מעורבים,"סה""כ","2,702"
2017,ירושלים,"3,000","1,214",מעורבים,נקבה,"1,366"
2016,ירושלים,"3,000","1,214",מעורבים,"סה""כ","2,656"
2016,ירושלים,"3,000","1,214",מעורבים,זכר,"1,308"
2016,ירושלים,"3,000","1,214",מעורבים,נקבה,"1,348"
2015,ירושלים,"3,000","1,214",מעורבים,"סה""כ","2,642"
2015,ירושלים,"3,000","1,214",מעורבים,זכר,"1,307"
2015,ירושלים,"3,000","1,214",מעורבים,נקבה,"1,336"
2019,ירושלים,"3,000","1,215",מעורבים,זכר,"2,628"
2019,ירושלים,"3,000","1,215",מעורבים,נקבה,"2,796"
2019,ירושלים,"3,000","1,215",מעורבים,"סה""כ","5,424"
2018,ירושלים,"3,000","1,215",מעורבים,"סה""כ","5,380"
2018,ירושלים,"3,000","1,215",מעורבים,זכר,"2,618"
2018,ירושלים,"3,000","1,215",מעורבים,נקבה,"2,762"
2017,ירושלים,"3,000","1,215",מעורבים,נקבה,"2,752"
2017,ירושלים,"3,000","1,215",מעורבים,זכר,"2,617"
2017,ירושלים,"3,000","1,215",מעורבים,"סה""כ","5,369"
2016,ירושלים,"3,000","1,215",מעורבים,"סה""כ","5,409"
2016,ירושלים,"3,000","1,215",מעורבים,זכר,"2,636"
2016,ירושלים,"3,000","1,215",מעורבים,נקבה,"2,773"
2015,ירושלים,"3,000","1,215",מעורבים,"סה""כ","5,296"
2015,ירושלים,"3,000","1,215",מעורבים,זכר,"2,598"
2015,ירושלים,"3,000","1,215",מעורבים,נקבה,"2,698"
2019,ירושלים,"3,000","1,216",מעורבים,זכר,"2,100"
2019,ירושלים,"3,000","1,216",מעורבים,נקבה,"2,115"
2019,ירושלים,"3,000","1,216",מעורבים,"סה""כ","4,214"
2018,ירושלים,"3,000","1,216",מעורבים,"סה""כ","4,155"
2018,ירושלים,"3,000","1,216",מעורבים,זכר,"2,083"
2018,ירושלים,"3,000","1,216",מעורבים,נקבה,"2,072"
2017,ירושלים,"3,000","1,216",מעורבים,נקבה,"2,106"
2017,ירושלים,"3,000","1,216",מעורבים,זכר,"2,044"
2017,ירושלים,"3,000","1,216",מעורבים,"סה""כ","4,150"
2016,ירושלים,"3,000","1,216",מעורבים,"סה""כ","4,214"
2016,ירושלים,"3,000","1,216",מעורבים,זכר,"2,084"
2016,ירושלים,"3,000","1,216",מעורבים,נקבה,"2,131"
2015,ירושלים,"3,000","1,216",מעורבים,זכר,"1,964"
2015,ירושלים,"3,000","1,216",מעורבים,"סה""כ","4,095"
2015,ירושלים,"3,000","1,216",מעורבים,נקבה,"2,131"
2019,ירושלים,"3,000","1,217",מעורבים,"סה""כ","4,185"
2019,ירושלים,"3,000","1,217",מעורבים,זכר,"2,030"
2019,ירושלים,"3,000","1,217",מעורבים,נקבה,"2,154"
2018,ירושלים,"3,000","1,217",מעורבים,זכר,"2,033"
2018,ירושלים,"3,000","1,217",מעורבים,נקבה,"2,118"
2018,ירושלים,"3,000","1,217",מעורבים,"סה""כ","4,151"
2017,ירושלים,"3,000","1,217",מעורבים,זכר,"2,078"
2017,ירושלים,"3,000","1,217",מעורבים,"סה""כ","4,215"
2017,ירושלים,"3,000","1,217",מעורבים,נקבה,"2,138"
2016,ירושלים,"3,000","1,217",מעורבים,זכר,"2,113"
2016,ירושלים,"3,000","1,217",מעורבים,נקבה,"2,193"
2016,ירושלים,"3,000","1,217",מעורבים,"סה""כ","4,306"
2015,ירושלים,"3,000","1,217",מעורבים,נקבה,"2,176"
2015,ירושלים,"3,000","1,217",מעורבים,זכר,"2,082"
2015,ירושלים,"3,000","1,217",מעורבים,"סה""כ","4,258"
2019,ירושלים,"3,000","1,221",מעורבים,נקבה,"2,847"
2019,ירושלים,"3,000","1,221",מעורבים,"סה""כ","6,666"
2019,ירושלים,"3,000","1,221",מעורבים,זכר,"3,819"
2018,ירושלים,"3,000","1,221",מעורבים,"סה""כ","6,464"
2018,ירושלים,"3,000","1,221",מעורבים,זכר,"3,702"
2018,ירושלים,"3,000","1,221",מעורבים,נקבה,"2,762"
2017,ירושלים,"3,000","1,221",מעורבים,נקבה,"2,709"
2017,ירושלים,"3,000","1,221",מעורבים,זכר,"3,550"
2017,ירושלים,"3,000","1,221",מעורבים,"סה""כ","6,260"
2016,ירושלים,"3,000","1,221",מעורבים,"סה""כ","6,231"
2016,ירושלים,"3,000","1,221",מעורבים,זכר,"3,540"
2016,ירושלים,"3,000","1,221",מעורבים,נקבה,"2,691"
2015,ירושלים,"3,000","1,221",מעורבים,"סה""כ","6,151"
2015,ירושלים,"3,000","1,221",מעורבים,זכר,"3,482"
2015,ירושלים,"3,000","1,221",מעורבים,נקבה,"2,669"
2019,ירושלים,"3,000","1,222",מעורבים,זכר,"2,465"
2019,ירושלים,"3,000","1,222",מעורבים,נקבה,"2,747"
2019,ירושלים,"3,000","1,222",מעורבים,"סה""כ","5,211"
2018,ירושלים,"3,000","1,222",מעורבים,זכר,"2,474"
2018,ירושלים,"3,000","1,222",מעורבים,נקבה,"2,790"
2018,ירושלים,"3,000","1,222",מעורבים,"סה""כ","5,264"
2017,ירושלים,"3,000","1,222",מעורבים,"סה""כ","4,990"
2017,ירושלים,"3,000","1,222",מעורבים,נקבה,"2,638"
2017,ירושלים,"3,000","1,222",מעורבים,זכר,"2,353"
2016,ירושלים,"3,000","1,222",מעורבים,נקבה,"2,614"
2016,ירושלים,"3,000","1,222",מעורבים,"סה""כ","4,913"
2016,ירושלים,"3,000","1,222",מעורבים,זכר,"2,298"
2015,ירושלים,"3,000","1,222",מעורבים,זכר,"2,286"
2015,ירושלים,"3,000","1,222",מעורבים,נקבה,"2,682"
2015,ירושלים,"3,000","1,222",מעורבים,"סה""כ","4,969"
2019,ירושלים,"3,000","1,223",מעורבים,זכר,"1,845"
2019,ירושלים,"3,000","1,223",מעורבים,נקבה,"2,049"
2019,ירושלים,"3,000","1,223",מעורבים,"סה""כ","3,894"
2018,ירושלים,"3,000","1,223",מעורבים,"סה""כ","3,846"
2018,ירושלים,"3,000","1,223",מעורבים,זכר,"1,798"
2018,ירושלים,"3,000","1,223",מעורבים,נקבה,"2,048"
2017,ירושלים,"3,000","1,223",מעורבים,נקבה,"1,868"
2017,ירושלים,"3,000","1,223",מעורבים,זכר,"1,641"
2017,ירושלים,"3,000","1,223",מעורבים,"סה""כ","3,509"
2016,ירושלים,"3,000","1,223",מעורבים,"סה""כ","3,544"
2016,ירושלים,"3,000","1,223",מעורבים,זכר,"1,672"
2016,ירושלים,"3,000","1,223",מעורבים,נקבה,"1,872"
2015,ירושלים,"3,000","1,223",מעורבים,"סה""כ","3,439"
2015,ירושלים,"3,000","1,223",מעורבים,זכר,"1,620"
2015,ירושלים,"3,000","1,223",מעורבים,נקבה,"1,819"
2019,ירושלים,"3,000","1,311",מעורבים,זכר,"1,209"
2019,ירושלים,"3,000","1,311",מעורבים,נקבה,"1,316"
2019,ירושלים,"3,000","1,311",מעורבים,"סה""כ","2,525"
2018,ירושלים,"3,000","1,311",מעורבים,"סה""כ","2,568"
2018,ירושלים,"3,000","1,311",מעורבים,זכר,"1,223"
2018,ירושלים,"3,000","1,311",מעורבים,נקבה,"1,345"
2017,ירושלים,"3,000","1,311",מעורבים,נקבה,"1,338"
2017,ירושלים,"3,000","1,311",מעורבים,זכר,"1,222"
2017,ירושלים,"3,000","1,311",מעורבים,"סה""כ","2,560"
2016,ירושלים,"3,000","1,311",מעורבים,"סה""כ","2,535"
2016,ירושלים,"3,000","1,311",מעורבים,זכר,"1,210"
2016,ירושלים,"3,000","1,311",מעורבים,נקבה,"1,324"
2015,ירושלים,"3,000","1,311",מעורבים,זכר,"1,263"
2015,ירושלים,"3,000","1,311",מעורבים,נקבה,"1,325"
2015,ירושלים,"3,000","1,311",מעורבים,"סה""כ","2,588"
2019,ירושלים,"3,000","1,312",מעורבים,"סה""כ","3,381"
2019,ירושלים,"3,000","1,312",מעורבים,זכר,"1,567"
2019,ירושלים,"3,000","1,312",מעורבים,נקבה,"1,813"
2018,ירושלים,"3,000","1,312",מעורבים,"סה""כ","3,374"
2018,ירושלים,"3,000","1,312",מעורבים,זכר,"1,588"
2018,ירושלים,"3,000","1,312",מעורבים,נקבה,"1,786"
2017,ירושלים,"3,000","1,312",מעורבים,"סה""כ","3,418"
2017,ירושלים,"3,000","1,312",מעורבים,נקבה,"1,768"
2017,ירושלים,"3,000","1,312",מעורבים,זכר,"1,650"
2016,ירושלים,"3,000","1,312",מעורבים,"סה""כ","3,402"
2016,ירושלים,"3,000","1,312",מעורבים,זכר,"1,622"
2016,ירושלים,"3,000","1,312",מעורבים,נקבה,"1,779"
2015,ירושלים,"3,000","1,312",מעורבים,זכר,"1,531"
2015,ירושלים,"3,000","1,312",מעורבים,נקבה,"1,801"
2015,ירושלים,"3,000","1,312",מעורבים,"סה""כ","3,331"
2019,ירושלים,"3,000","1,313",מעורבים,זכר,963
2019,ירושלים,"3,000","1,313",מעורבים,נקבה,"1,011"
2019,ירושלים,"3,000","1,313",מעורבים,"סה""כ","1,974"
2018,ירושלים,"3,000","1,313",מעורבים,זכר,995
2018,ירושלים,"3,000","1,313",מעורבים,נקבה,"1,015"
2018,ירושלים,"3,000","1,313",מעורבים,"סה""כ","2,010"
2017,ירושלים,"3,000","1,313",מעורבים,נקבה,"1,064"
2017,ירושלים,"3,000","1,313",מעורבים,זכר,"1,017"
2017,ירושלים,"3,000","1,313",מעורבים,"סה""כ","2,081"
2016,ירושלים,"3,000","1,313",מעורבים,"סה""כ","2,054"
2016,ירושלים,"3,000","1,313",מעורבים,זכר,"1,009"
2016,ירושלים,"3,000","1,313",מעורבים,נקבה,"1,045"
2015,ירושלים,"3,000","1,313",מעורבים,נקבה,"1,070"
2015,ירושלים,"3,000","1,313",מעורבים,"סה""כ","2,076"
2015,ירושלים,"3,000","1,313",מעורבים,זכר,"1,006"
2019,ירושלים,"3,000","1,314",מעורבים,זכר,897
2019,ירושלים,"3,000","1,314",מעורבים,נקבה,"1,074"
2019,ירושלים,"3,000","1,314",מעורבים,"סה""כ","1,972"
2018,ירושלים,"3,000","1,314",מעורבים,"סה""כ","1,985"
2018,ירושלים,"3,000","1,314",מעורבים,זכר,900
2018,ירושלים,"3,000","1,314",מעורבים,נקבה,"1,085"
2017,ירושלים,"3,000","1,314",מעורבים,נקבה,"1,050"
2017,ירושלים,"3,000","1,314",מעורבים,זכר,877
2017,ירושלים,"3,000","1,314",מעורבים,"סה""כ","1,927"
2016,ירושלים,"3,000","1,314",מעורבים,"סה""כ","1,979"
2016,ירושלים,"3,000","1,314",מעורבים,זכר,911
2016,ירושלים,"3,000","1,314",מעורבים,נקבה,"1,068"
2015,ירושלים,"3,000","1,314",מעורבים,"סה""כ","1,982"
2015,ירושלים,"3,000","1,314",מעורבים,זכר,924
2015,ירושלים,"3,000","1,314",מעורבים,נקבה,"1,057"
2019,ירושלים,"3,000","1,321",מעורבים,זכר,950
2019,ירושלים,"3,000","1,321",מעורבים,נקבה,"1,170"
2019,ירושלים,"3,000","1,321",מעורבים,"סה""כ","2,119"
2018,ירושלים,"3,000","1,321",מעורבים,נקבה,"1,104"
2018,ירושלים,"3,000","1,321",מעורבים,זכר,927
2018,ירושלים,"3,000","1,321",מעורבים,"סה""כ","2,031"
2017,ירושלים,"3,000","1,321",מעורבים,"סה""כ","2,013"
2017,ירושלים,"3,000","1,321",מעורבים,נקבה,"1,077"
2017,ירושלים,"3,000","1,321",מעורבים,זכר,935
2016,ירושלים,"3,000","1,321",מעורבים,"סה""כ","1,948"
2016,ירושלים,"3,000","1,321",מעורבים,זכר,895
2016,ירושלים,"3,000","1,321",מעורבים,נקבה,"1,053"
2015,ירושלים,"3,000","1,321",מעורבים,זכר,893
2015,ירושלים,"3,000","1,321",מעורבים,נקבה,"1,050"
2015,ירושלים,"3,000","1,321",מעורבים,"סה""כ","1,943"
2019,ירושלים,"3,000","1,322",מעורבים,זכר,481
2019,ירושלים,"3,000","1,322",מעורבים,נקבה,561
2019,ירושלים,"3,000","1,322",מעורבים,"סה""כ","1,042"
2018,ירושלים,"3,000","1,322",מעורבים,"סה""כ","1,031"
2018,ירושלים,"3,000","1,322",מעורבים,זכר,480
2018,ירושלים,"3,000","1,322",מעורבים,נקבה,551
2017,ירושלים,"3,000","1,322",מעורבים,נקבה,538
2017,ירושלים,"3,000","1,322",מעורבים,זכר,463
2017,ירושלים,"3,000","1,322",מעורבים,"סה""כ","1,002"
2016,ירושלים,"3,000","1,322",מעורבים,זכר,485
2016,ירושלים,"3,000","1,322",מעורבים,נקבה,554
2016,ירושלים,"3,000","1,322",מעורבים,"סה""כ","1,039"
2015,ירושלים,"3,000","1,322",מעורבים,"סה""כ","1,051"
2015,ירושלים,"3,000","1,322",מעורבים,זכר,505
2015,ירושלים,"3,000","1,322",מעורבים,נקבה,546
2019,ירושלים,"3,000","1,333",מעורבים,"סה""כ","1,959"
2019,ירושלים,"3,000","1,333",מעורבים,זכר,900
2019,ירושלים,"3,000","1,333",מעורבים,נקבה,"1,059"
2018,ירושלים,"3,000","1,333",מעורבים,זכר,909
2018,ירושלים,"3,000","1,333",מעורבים,נקבה,"1,080"
2018,ירושלים,"3,000","1,333",מעורבים,"סה""כ","1,989"
2017,ירושלים,"3,000","1,333",מעורבים,נקבה,"1,094"
2017,ירושלים,"3,000","1,333",מעורבים,זכר,925
2017,ירושלים,"3,000","1,333",מעורבים,"סה""כ","2,019"
2016,ירושלים,"3,000","1,333",מעורבים,"סה""כ","2,087"
2016,ירושלים,"3,000","1,333",מעורבים,זכר,951
2016,ירושלים,"3,000","1,333",מעורבים,נקבה,"1,137"
2015,ירושלים,"3,000","1,333",מעורבים,נקבה,"1,079"
2015,ירושלים,"3,000","1,333",מעורבים,"סה""כ","1,988"
2015,ירושלים,"3,000","1,333",מעורבים,זכר,908
2019,ירושלים,"3,000","1,334",מעורבים,זכר,"1,196"
2019,ירושלים,"3,000","1,334",מעורבים,נקבה,"1,308"
2019,ירושלים,"3,000","1,334",מעורבים,"סה""כ","2,504"
2018,ירושלים,"3,000","1,334",מעורבים,"סה""כ","2,524"
2018,ירושלים,"3,000","1,334",מעורבים,זכר,"1,216"
2018,ירושלים,"3,000","1,334",מעורבים,נקבה,"1,308"
2017,ירושלים,"3,000","1,334",מעורבים,"סה""כ","2,535"
2017,ירושלים,"3,000","1,334",מעורבים,נקבה,"1,340"
2017,ירושלים,"3,000","1,334",מעורבים,זכר,"1,195"
2016,ירושלים,"3,000","1,334",מעורבים,נקבה,"1,324"
2016,ירושלים,"3,000","1,334",מעורבים,"סה""כ","2,508"
2016,ירושלים,"3,000","1,334",מעורבים,זכר,"1,185"
2015,ירושלים,"3,000","1,334",מעורבים,"סה""כ","2,491"
2015,ירושלים,"3,000","1,334",מעורבים,זכר,"1,168"
2015,ירושלים,"3,000","1,334",מעורבים,נקבה,"1,322"
2019,ירושלים,"3,000","1,335",מעורבים,זכר,"1,422"
2019,ירושלים,"3,000","1,335",מעורבים,נקבה,"1,696"
2019,ירושלים,"3,000","1,335",מעורבים,"סה""כ","3,118"
2018,ירושלים,"3,000","1,335",מעורבים,"סה""כ","3,037"
2018,ירושלים,"3,000","1,335",מעורבים,זכר,"1,374"
2018,ירושלים,"3,000","1,335",מעורבים,נקבה,"1,663"
2017,ירושלים,"3,000","1,335",מעורבים,נקבה,"1,634"
2017,ירושלים,"3,000","1,335",מעורבים,זכר,"1,280"
2017,ירושלים,"3,000","1,335",מעורבים,"סה""כ","2,914"
2016,ירושלים,"3,000","1,335",מעורבים,"סה""כ","2,875"
